"Date of Download: 2024-01-09_21:15:14"
"Search Parameters: Data Level:all  Trait List:  Trial List:11847,11848,11850,11851  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","branching level counting|CO_334:0000079","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","cassava mosaic disease severity 1-month evaluation|CO_334:0000191","cassava mosaic disease severity 3-month evaluation|CO_334:0000192","cassava mosaic disease severity 6-month evaluation|CO_334:0000194","cassava mosaic disease severity 9-month evaluation|CO_334:0000193","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","initial plant vigor assessment 1-5|CO_334:0000220","initial plant vigor assessment 1-5|month 1|COMP:0000370","lodged plants estimation 1-3|CO_334:0000301","marketable root number counting|CO_334:0000169","number of planted stakes per plot counting|CO_334:0000159","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","root number per plot counting|CO_334:0000011","sprout count discrete counting|CO_334:0000138","starch content percentage|CO_334:0000071","notes"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377742","HLF22-0074","","plot","6810145","2023111DMF1C_dona_rep1_HLF22-0074_73","1","1","73","1","5","test","","0","1","1","2.25","1.75","1","330","14.375","4.6","3","4","1","17","4","","330","2","0","1","21.2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377743","HLF22-0075","","plot","6809955","2023111DMF1C_dona_rep1_HLF22-0075_246","1","1","246","7","14","test","","2","1","1","1","1","1","270","5.625","1.8","4","2","1","10","4","","300","4","0","1","17.4333644859813"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377745","HLF22-0077","","plot","6810195","2023111DMF1C_dona_rep1_HLF22-0077_6","1","1","6","6","1","test","","4","4","1","1","1","1","70","18.125","5.8","4","3","1","22","4","","270","4","0","1","24"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377748","HLF22-0080","","plot","6810150","2023111DMF1C_dona_rep1_HLF22-0080_58","1","1","58","15","4","test","","3","1","1","1","1","1","100","","","4","4","1","","4","","320","4","0","1",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377755","HLF22-0087","","plot","6810065","2023111DMF1C_dona_rep1_HLF22-0087_255","1","1","255","3","15","test","","2","1","1","1","1","1","250","7.5","2.4","4","4","1","16","4","","280","4","0","1","19"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377756","HLF22-0088","","plot","6810247","2023111DMF1C_dona_rep1_HLF22-0088_27","1","1","27","10","2","test","","1","1","1","1","1","1","300","31.875","10.2","3","3","1","29","4","","330","4","0","1","25.3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377758","HLF22-0090","","plot","6810111","2023111DMF1C_dona_rep1_HLF22-0090_123","1","1","123","15","7","test","","1","1","1","1","1","1","300","24.375","7.8","4","5","1","37","4","","330","4","0","1","20.6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377759","HLF22-0091","","plot","6809903","2023111DMF1C_dona_rep1_HLF22-0091_134","1","1","134","11","8","test","","2","1.5","1","1","1","1","220","31.25","10","5","4","1","39","4","","320","4","0","1","28.4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377761","HLF22-0093","","plot","6810236","2023111DMF1C_dona_rep1_HLF22-0093_29","1","1","29","8","2","test","","2","1","1","1","1","1","221","33.75","10.8","4","3","1","30","4","","280","3","0","1","26.4"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377762","HLF22-0094","","plot","6810401","2023111DMF1C_dona_rep1_HLF22-0094_15","1","1","15","15","1","test","","2","2.25","1","1","1","1","170","50","16","2","3","1","28","4","","250","4","0","1","29"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377763","HLF22-0095","","plot","6810165","2023111DMF1C_dona_rep1_HLF22-0095_50","1","1","50","14","3","test","","1","4","1","1","2","2","0","25.625","8.2","5","5","1","45","4","","340","4","0","1","24.2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377766","HLF22-0098","","plot","6810266","2023111DMF1C_dona_rep1_HLF22-0098_282","1","1","282","7","16","test","","1","1","1","1","3","1","200","21.875","7","4","2","1","40","4","","220","4","0","1","19.2"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377769","HLF22-0101","","plot","6809926","2023111DMF1C_dona_rep1_HLF22-0101_226","1","1","226","10","13","test","","0","1","1","1","1","1","300","17.5","5.6","3","4","1","27","4","","300","4","0","1","20.5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377771","HLF22-0103","","plot","6809833","2023111DMF1C_dona_rep1_HLF22-0103_266","1","1","266","14","15","test","","0","1.5","1","1","1","1","310","43.75","14","4","5","1","51","4","","310","4","0","1","26.3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377772","HLF22-0104","","plot","6810072","2023111DMF1C_dona_rep1_HLF22-0104_196","1","1","196","16","11","test","","2","1","1","1","1","1","140","25.625","8.2","3","3","1","37","4","","330","4","0","1","28.5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377773","HLF22-0105","","plot","6810126","2023111DMF1C_dona_rep1_HLF22-0105_19","1","1","19","18","2","test","","0","1","1","1","1","1","270","26.25","8.4","3","3","1","25","4","","270","4","0","1","23.3"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377774","HLF22-0106","","plot","6809906","2023111DMF1C_dona_rep1_HLF22-0106_24","1","1","24","13","2","test","","2","2.5","1","1","1","1","270","12.5","4","3","2","1","11","4","","300","4","0","1","27.3653895071542"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377775","HLF22-0107","","plot","6810213","2023111DMF1C_dona_rep1_HLF22-0107_215","1","1","215","2","12","test","","0","1","1","1","1","1","350","21.875","7","5","4","1","32","4","","350","1","0","1","23.5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377776","HLF22-0108","","plot","6809954","2023111DMF1C_dona_rep1_HLF22-0108_74","1","1","74","2","5","test","","0","1","1","1","1","1","370","13.125","4.2","4","5","1","32","4","","370","4","0","1","21.2519449541284"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377778","HLF22-0110","","plot","6810301","2023111DMF1C_dona_rep1_HLF22-0110_79","1","1","79","7","5","test","","0","1","1","2","4","3","330","21.5625","6.9","3","4","1","34","4","","330","4","0","1","10.6531702544031"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377782","HLF22-0114","","plot","6810400","2023111DMF1C_dona_rep1_HLF22-0114_57","1","1","57","16","4","test","","3","1","1","1","1","1","120","60.625","19.4","5","4","1","65","4","","330","4","0","1","23.6"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377784","HLF22-0116","","plot","6810054","2023111DMF1C_dona_rep1_HLF22-0116_23","1","1","23","14","2","test","","0","4","1","1","1","1","283","16.875","5.4","4","4","1","21","4","","283","4","0","1",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11847","2023111DMF1C_dona","2023111DMF1C_dona","Augmented","1","3.2","","no","no","2023-March-02","2023-December-08","472","Dong Nai","6377785","HLF22-0117","","plot","6810319","2023111DMF1C_dona_rep1_HLF22-0117_317","1","1","317","8","18","test","","0","1","1","1","1.5","1","190","6.875","2.2","3","2","1","23","4","","190","4","0","1","23.4029708737864"," (Operator: lizbethpino, Time: )"
